"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalesRating","HireSource","Campus"
"862",46,0,"Travel_Rarely",1402,"Sales",2,3,"Marketing",1204,3,"Female",69,3,4,"Manager",1,17048,24097,8,"No",23,4,1,80,0,28,2,3,26,15,15,9,0.413405819097132,NA,NA
"863",44,0,"Non-Travel",111,"Research & Development",17,3,"Life Sciences",1206,4,"Male",74,1,1,"Research Scientist",3,2290,4279,2,"No",13,3,4,80,0,6,3,3,0,0,0,0,NA,"Referral",NA
"864",33,0,"Travel_Rarely",147,"Human Resources",2,3,"Human Resources",1207,2,"Male",99,3,1,"Human Resources",3,3600,8429,1,"No",13,4,4,80,1,5,2,3,5,4,1,4,NA,"Campus","Tech"
"865",41,1,"Non-Travel",906,"Research & Development",5,2,"Life Sciences",1210,1,"Male",95,2,1,"Research Scientist",1,2107,20293,6,"No",17,3,1,80,1,5,2,1,1,0,0,0,NA,"Search Firm",NA
"866",30,0,"Travel_Rarely",1329,"Sales",29,4,"Life Sciences",1211,3,"Male",61,3,2,"Sales Executive",1,4115,13192,8,"No",19,3,3,80,3,8,3,3,4,3,0,3,1.31826919481784,"Referral",NA
"867",40,0,"Travel_Frequently",1184,"Sales",2,4,"Medical",1212,2,"Male",62,3,2,"Sales Executive",2,4327,25440,5,"No",12,4,4,80,3,5,2,3,0,0,0,0,-0.343168791430632,"Applied Online",NA
"868",50,0,"Travel_Frequently",1421,"Research & Development",2,3,"Medical",1215,4,"Female",30,3,4,"Manager",1,17856,9490,2,"No",22,3,3,80,1,32,3,3,2,2,2,2,NA,"Campus","A&M"
"869",28,0,"Travel_Rarely",1179,"Research & Development",19,4,"Medical",1216,4,"Male",78,2,1,"Laboratory Technician",1,3196,12449,1,"No",12,3,3,80,3,6,2,3,6,5,3,3,NA,"Applied Online",NA
"870",46,0,"Travel_Rarely",1450,"Research & Development",15,2,"Life Sciences",1217,4,"Male",52,3,5,"Research Director",2,19081,10849,5,"No",11,3,1,80,1,25,2,3,4,2,0,3,NA,"Campus","A&M"
"871",35,0,"Travel_Rarely",1361,"Sales",17,4,"Life Sciences",1218,3,"Male",94,3,2,"Sales Executive",1,8966,21026,3,"Yes",15,3,4,80,3,15,2,3,7,7,1,7,1.20897073127916,NA,NA
"872",24,1,"Travel_Rarely",984,"Research & Development",17,2,"Life Sciences",1219,4,"Female",97,3,1,"Laboratory Technician",2,2210,3372,1,"No",13,3,1,80,1,1,3,1,1,0,0,0,NA,"Applied Online",NA
"873",33,0,"Travel_Frequently",1146,"Sales",25,3,"Medical",1220,2,"Female",82,3,2,"Sales Executive",3,4539,4905,1,"No",12,3,1,80,1,10,3,2,10,7,0,1,0.732299192372165,NA,NA
"874",36,0,"Travel_Rarely",917,"Research & Development",6,4,"Life Sciences",1221,3,"Male",60,1,1,"Laboratory Technician",3,2741,6865,1,"No",14,2,3,80,1,7,4,3,7,7,1,7,NA,NA,NA
"875",30,0,"Travel_Rarely",853,"Research & Development",7,4,"Life Sciences",1224,3,"Male",49,3,2,"Laboratory Technician",3,3491,11309,1,"No",13,3,1,80,3,10,4,2,10,7,8,9,NA,NA,NA
"876",44,0,"Travel_Rarely",200,"Research & Development",29,4,"Other",1225,4,"Male",32,3,2,"Research Scientist",4,4541,7744,1,"No",25,3,2,80,0,20,3,3,20,11,13,17,NA,NA,NA
"877",20,0,"Travel_Rarely",654,"Sales",21,3,"Marketing",1226,3,"Male",43,4,1,"Sales Representative",4,2678,5050,1,"No",17,3,4,80,0,2,2,3,2,1,2,2,2.17717891869348,"Applied Online",NA
"878",46,0,"Travel_Rarely",150,"Research & Development",2,4,"Technical Degree",1228,4,"Male",60,3,2,"Manufacturing Director",4,7379,17433,2,"No",11,3,3,80,1,12,3,2,6,3,1,4,NA,"Campus","Tech"
"879",42,0,"Non-Travel",179,"Human Resources",2,5,"Medical",1231,4,"Male",79,4,2,"Human Resources",1,6272,12858,7,"No",16,3,1,80,1,10,3,4,4,3,0,3,NA,"Campus","A&M"
"880",60,0,"Travel_Rarely",696,"Sales",7,4,"Marketing",1233,2,"Male",52,4,2,"Sales Executive",4,5220,10893,0,"Yes",18,2,2,80,1,12,3,3,11,7,1,9,1.06272839138442,NA,NA
"881",32,0,"Travel_Frequently",116,"Research & Development",13,3,"Other",1234,3,"Female",77,2,1,"Laboratory Technician",2,2743,7331,1,"No",20,4,3,80,1,2,2,3,2,2,2,2,NA,"Campus","Tech"
"882",32,0,"Travel_Frequently",1316,"Research & Development",2,2,"Life Sciences",1235,4,"Female",38,3,2,"Research Scientist",3,4998,2338,4,"Yes",14,3,4,80,0,10,2,3,8,7,0,7,NA,NA,NA
"883",36,0,"Travel_Rarely",363,"Research & Development",1,3,"Technical Degree",1237,3,"Female",77,1,3,"Manufacturing Director",1,10252,4235,2,"Yes",21,3,3,80,1,17,2,3,7,7,7,7,NA,NA,NA
"884",33,0,"Travel_Rarely",117,"Research & Development",9,3,"Medical",1238,1,"Male",60,3,1,"Research Scientist",4,2781,6311,0,"No",13,4,2,80,1,15,5,3,14,10,4,10,NA,NA,NA
"885",40,0,"Travel_Rarely",107,"Sales",10,3,"Technical Degree",1239,2,"Female",84,2,2,"Sales Executive",2,6852,11591,7,"No",12,3,2,80,1,7,2,4,5,1,1,3,0.106998798738987,"Applied Online",NA
"886",25,0,"Travel_Rarely",1356,"Sales",10,4,"Life Sciences",1240,3,"Male",57,3,2,"Sales Executive",4,4950,20623,0,"No",14,3,2,80,0,5,4,3,4,3,1,1,0.962445715362018,"Applied Online",NA
"887",30,0,"Travel_Rarely",1465,"Research & Development",1,3,"Medical",1241,4,"Male",63,3,1,"Research Scientist",2,3579,9369,0,"Yes",21,2,1,80,1,12,2,3,11,9,5,7,NA,NA,NA
"888",42,0,"Travel_Frequently",458,"Research & Development",26,5,"Medical",1242,1,"Female",60,3,3,"Research Director",1,13191,23281,3,"Yes",17,4,3,80,0,20,6,3,1,0,0,0,NA,"Applied Online",NA
"889",35,0,"Non-Travel",1212,"Sales",8,2,"Marketing",1243,3,"Female",78,2,3,"Sales Executive",4,10377,13755,4,"Yes",11,3,2,80,1,16,6,2,13,2,4,12,1.96228722612687,NA,NA
"890",27,0,"Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1244,1,"Male",42,3,1,"Research Scientist",1,2235,14377,1,"Yes",14,4,4,80,2,9,3,2,9,7,6,8,NA,NA,NA
"891",54,0,"Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1245,4,"Female",53,3,3,"Manufacturing Director",3,10502,9659,7,"No",17,2,1,80,1,33,2,1,5,4,1,4,NA,"Applied Online",NA
"892",44,0,"Travel_Rarely",1117,"Research & Development",2,1,"Life Sciences",1246,1,"Female",72,4,1,"Research Scientist",4,2011,19982,1,"No",13,2,4,80,1,10,5,3,10,5,7,7,NA,NA,NA
"893",19,1,"Non-Travel",504,"Research & Development",10,3,"Medical",1248,1,"Female",96,2,1,"Research Scientist",2,1859,6148,1,"Yes",25,3,2,80,0,1,2,4,1,1,0,0,NA,"Applied Online",NA
"894",29,0,"Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1249,1,"Female",97,3,1,"Research Scientist",4,3760,5598,1,"No",15,3,1,80,3,3,5,3,3,2,1,2,NA,"Campus","A&M"
"895",54,0,"Travel_Rarely",685,"Research & Development",3,3,"Life Sciences",1250,4,"Male",85,3,4,"Research Director",4,17779,23474,3,"No",14,2,1,80,0,36,2,3,10,9,0,9,NA,NA,NA
"896",31,0,"Travel_Rarely",1332,"Research & Development",11,2,"Medical",1251,3,"Male",80,3,2,"Healthcare Representative",1,6833,17089,1,"Yes",12,4,4,80,0,6,2,2,6,5,0,1,NA,"Applied Online",NA
"897",31,0,"Travel_Rarely",1062,"Research & Development",24,3,"Medical",1252,3,"Female",96,2,2,"Healthcare Representative",1,6812,17198,1,"No",19,3,2,80,0,10,2,3,10,9,1,8,NA,NA,NA
"898",59,0,"Travel_Rarely",326,"Sales",3,3,"Life Sciences",1254,3,"Female",48,2,2,"Sales Executive",4,5171,16490,5,"No",17,2,4,80,0,13,2,3,6,1,0,5,-0.474431202540373,"Campus","Northern"
"899",43,0,"Travel_Rarely",920,"Research & Development",3,3,"Life Sciences",1255,3,"Male",96,1,5,"Research Director",4,19740,18625,3,"No",14,3,2,80,1,25,2,3,8,7,0,7,NA,NA,NA
"900",49,0,"Travel_Rarely",1098,"Research & Development",4,2,"Medical",1256,1,"Male",85,2,5,"Manager",3,18711,12124,2,"No",13,4,3,80,1,23,2,4,1,0,0,0,NA,"Applied Online",NA
"901",36,0,"Travel_Frequently",469,"Research & Development",3,3,"Technical Degree",1257,3,"Male",46,3,1,"Research Scientist",2,3692,9256,1,"No",12,3,3,80,0,12,2,2,11,10,0,7,NA,NA,NA
"902",48,0,"Travel_Rarely",969,"Research & Development",2,2,"Technical Degree",1258,4,"Male",76,4,1,"Laboratory Technician",2,2559,16620,5,"No",11,4,3,80,0,7,4,2,1,0,0,0,NA,"Campus","Northern"
"903",27,0,"Travel_Rarely",1167,"Research & Development",4,2,"Life Sciences",1259,1,"Male",76,3,1,"Research Scientist",3,2517,3208,1,"No",11,3,2,80,3,5,2,3,5,3,0,3,NA,"Applied Online",NA
"904",29,0,"Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1260,3,"Male",82,3,2,"Healthcare Representative",4,6623,4204,1,"Yes",11,4,2,80,2,6,2,3,6,0,1,0,NA,"Campus","A&M"
"905",48,0,"Travel_Rarely",715,"Research & Development",1,3,"Life Sciences",1263,4,"Male",76,2,5,"Research Director",4,18265,8733,6,"No",12,3,3,80,0,25,3,4,1,0,0,0,NA,"Applied Online",NA
"906",29,0,"Travel_Rarely",694,"Research & Development",1,3,"Life Sciences",1264,4,"Female",87,2,4,"Research Director",4,16124,3423,3,"No",14,3,2,80,2,9,2,2,7,7,1,7,NA,NA,NA
"907",34,0,"Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1265,3,"Female",89,4,1,"Research Scientist",3,2585,21643,0,"No",17,3,4,80,0,2,5,2,1,0,0,0,NA,"Campus","State"
"908",44,0,"Travel_Rarely",1099,"Sales",5,3,"Marketing",1267,2,"Male",88,3,5,"Manager",2,18213,8751,7,"No",11,3,3,80,1,26,5,3,22,9,3,10,0.751305788990724,NA,NA
"909",33,0,"Travel_Rarely",536,"Sales",10,5,"Marketing",1268,4,"Male",82,4,3,"Sales Executive",3,8380,21708,0,"Yes",14,3,4,80,2,10,3,3,9,8,0,8,1.14401667794334,NA,NA
"910",19,0,"Travel_Rarely",265,"Research & Development",25,3,"Life Sciences",1269,2,"Female",57,4,1,"Research Scientist",4,2994,21221,1,"Yes",12,3,4,80,0,1,2,3,1,0,0,1,NA,"Campus","Northern"
"911",23,0,"Travel_Rarely",373,"Research & Development",1,2,"Life Sciences",1270,4,"Male",47,3,1,"Research Scientist",3,1223,16901,1,"No",22,3,4,80,1,1,2,3,1,0,0,1,NA,"Referral",NA
"912",25,1,"Travel_Frequently",599,"Sales",24,1,"Life Sciences",1273,3,"Male",73,1,1,"Sales Representative",4,1118,8040,1,"Yes",14,2,4,80,0,1,4,3,1,0,1,0,0.747415336340816,"Applied Online",NA
"913",26,0,"Travel_Rarely",583,"Research & Development",4,2,"Life Sciences",1275,3,"Male",53,3,1,"Research Scientist",4,2875,9973,1,"Yes",20,3,2,80,0,8,2,2,8,5,2,2,NA,NA,NA
"914",45,1,"Travel_Rarely",1449,"Sales",2,3,"Marketing",1277,1,"Female",94,1,5,"Manager",2,18824,2493,2,"Yes",16,3,1,80,0,26,2,3,24,10,1,11,1.38036190866316,NA,NA
"915",55,0,"Non-Travel",177,"Research & Development",8,1,"Medical",1278,4,"Male",37,2,4,"Healthcare Representative",2,13577,25592,1,"Yes",15,3,4,80,1,34,3,3,33,9,15,0,NA,NA,NA
"916",21,1,"Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1279,1,"Female",45,2,1,"Laboratory Technician",3,2625,25308,1,"No",20,4,3,80,0,2,2,1,2,2,2,2,NA,"Applied Online",NA
"917",46,0,"Travel_Rarely",168,"Sales",4,2,"Marketing",1280,4,"Female",33,2,5,"Manager",2,18789,9946,2,"No",14,4,3,80,1,26,2,3,11,4,0,8,1.21129038492641,NA,NA
"918",34,0,"Travel_Rarely",131,"Sales",2,3,"Marketing",1281,3,"Female",86,3,2,"Sales Executive",1,4538,6039,0,"Yes",12,3,4,80,0,4,3,3,3,2,0,2,0.304051686894666,"Applied Online",NA
"919",51,0,"Travel_Frequently",237,"Sales",9,3,"Life Sciences",1282,4,"Male",83,3,5,"Manager",2,19847,19196,4,"Yes",24,3,1,80,1,31,5,2,29,10,11,10,1.53287903791093,NA,NA
"920",59,0,"Travel_Rarely",1429,"Research & Development",18,4,"Medical",1283,4,"Male",67,3,3,"Manufacturing Director",4,10512,20002,6,"No",12,2,4,80,0,25,6,2,9,7,5,4,NA,NA,NA
"921",34,0,"Travel_Frequently",135,"Research & Development",19,3,"Medical",1285,3,"Female",46,3,2,"Laboratory Technician",2,4444,22534,4,"No",13,3,3,80,2,15,2,4,11,8,5,10,NA,NA,NA
"922",28,0,"Travel_Frequently",791,"Research & Development",1,4,"Medical",1286,4,"Male",44,3,1,"Laboratory Technician",3,2154,6842,0,"Yes",11,3,3,80,0,5,2,2,4,2,0,2,NA,"Referral",NA
"923",44,0,"Travel_Rarely",1199,"Research & Development",4,2,"Life Sciences",1288,3,"Male",92,4,5,"Manager",1,19190,17477,1,"No",14,4,4,80,2,26,4,2,25,9,14,13,NA,NA,NA
"924",34,0,"Travel_Frequently",648,"Human Resources",11,3,"Life Sciences",1289,3,"Male",56,2,2,"Human Resources",2,4490,21833,4,"No",11,2,4,80,2,14,5,4,10,9,1,8,NA,NA,NA
"925",35,0,"Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",1291,3,"Male",66,3,1,"Research Scientist",3,3506,6020,0,"Yes",14,4,4,80,0,4,3,3,3,2,2,2,NA,"Referral",NA
"926",42,0,"Travel_Rarely",603,"Research & Development",7,4,"Medical",1292,2,"Female",78,4,2,"Research Scientist",2,2372,5628,6,"Yes",16,3,4,80,0,18,2,3,1,0,0,0,NA,"Campus","State"
"927",43,0,"Travel_Rarely",531,"Sales",4,4,"Marketing",1293,4,"Female",56,2,3,"Sales Executive",4,10231,20364,3,"No",14,4,4,80,0,23,3,4,21,7,15,17,0.623296215506579,NA,NA
"928",36,0,"Travel_Rarely",429,"Research & Development",2,4,"Life Sciences",1294,3,"Female",53,3,2,"Manufacturing Director",2,5410,2323,9,"Yes",11,4,4,80,0,18,2,3,16,14,5,12,NA,NA,NA
"929",44,1,"Travel_Rarely",621,"Research & Development",15,3,"Medical",1295,1,"Female",73,3,3,"Healthcare Representative",4,7978,14075,1,"No",11,4,4,80,1,10,2,3,10,7,0,5,NA,NA,NA
"930",28,0,"Travel_Frequently",193,"Research & Development",2,3,"Life Sciences",1296,4,"Male",52,2,1,"Laboratory Technician",4,3867,14222,1,"Yes",12,3,2,80,1,2,2,3,2,2,2,2,NA,"Campus","Northern"
"931",51,0,"Travel_Frequently",968,"Research & Development",6,2,"Medical",1297,2,"Female",40,2,1,"Laboratory Technician",3,2838,4257,0,"No",14,4,2,80,0,8,6,2,7,0,7,7,NA,NA,NA
"932",30,0,"Non-Travel",879,"Research & Development",9,2,"Medical",1298,3,"Female",72,3,2,"Manufacturing Director",3,4695,12858,7,"Yes",18,3,3,80,0,10,3,3,8,4,1,7,NA,NA,NA
"933",29,1,"Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1299,2,"Female",39,3,1,"Laboratory Technician",3,3339,17285,3,"Yes",13,4,1,80,2,10,2,3,7,7,7,7,NA,NA,NA
"934",28,0,"Travel_Rarely",640,"Research & Development",1,3,"Technical Degree",1301,4,"Male",84,3,1,"Research Scientist",1,2080,4732,2,"No",11,3,2,80,0,5,2,2,3,2,1,2,NA,"Applied Online",NA
"935",25,0,"Travel_Rarely",266,"Research & Development",1,3,"Medical",1303,4,"Female",40,3,1,"Research Scientist",2,2096,18830,1,"No",18,3,4,80,0,2,3,2,2,2,2,1,NA,"Applied Online",NA
"936",32,0,"Travel_Rarely",604,"Sales",8,3,"Medical",1304,3,"Male",56,4,2,"Sales Executive",4,6209,11693,1,"No",15,3,3,80,2,10,4,4,10,7,0,8,0.437884570865709,NA,NA
"937",45,0,"Travel_Frequently",364,"Research & Development",25,3,"Medical",1306,2,"Female",83,3,5,"Manager",2,18061,13035,3,"No",22,3,3,80,0,22,4,3,0,0,0,0,NA,"Referral",NA
"938",39,0,"Travel_Rarely",412,"Research & Development",13,4,"Medical",1307,3,"Female",94,2,4,"Manager",2,17123,17334,6,"Yes",13,4,4,80,2,21,4,3,19,9,15,2,NA,NA,NA
"939",58,0,"Travel_Rarely",848,"Research & Development",23,4,"Life Sciences",1308,1,"Male",88,3,1,"Research Scientist",3,2372,26076,1,"No",12,3,4,80,2,2,3,3,2,2,2,2,NA,"Search Firm",NA
"940",32,1,"Travel_Rarely",1089,"Research & Development",7,2,"Life Sciences",1309,4,"Male",79,3,2,"Laboratory Technician",3,4883,22845,1,"No",18,2,1,80,1,10,3,3,10,4,1,1,NA,NA,NA
"941",39,1,"Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,3904,22154,0,"No",13,3,1,80,0,6,2,3,5,2,0,3,NA,"Applied Online",NA
"942",30,0,"Travel_Rarely",1138,"Research & Development",6,3,"Technical Degree",1311,1,"Female",48,2,2,"Laboratory Technician",4,4627,23631,0,"No",12,4,1,80,1,10,6,3,9,2,6,7,NA,NA,NA
"943",36,0,"Travel_Rarely",325,"Research & Development",10,4,"Technical Degree",1312,4,"Female",63,3,3,"Healthcare Representative",3,7094,5747,3,"No",12,3,1,80,0,10,0,3,7,7,1,7,NA,NA,NA
"944",46,0,"Travel_Rarely",991,"Human Resources",1,2,"Life Sciences",1314,4,"Female",44,3,1,"Human Resources",1,3423,22957,6,"No",12,3,3,80,0,10,3,4,7,6,5,7,NA,NA,NA
"945",28,0,"Non-Travel",1476,"Research & Development",1,3,"Life Sciences",1315,3,"Female",55,1,2,"Laboratory Technician",4,6674,16392,0,"No",11,4,1,80,3,10,6,3,9,8,7,5,NA,NA,NA
"946",50,0,"Travel_Rarely",1322,"Research & Development",28,3,"Life Sciences",1317,4,"Female",43,3,4,"Research Director",1,16880,22422,4,"Yes",11,3,2,80,0,25,2,3,3,2,1,2,NA,"Applied Online",NA
"947",40,1,"Travel_Rarely",299,"Sales",25,4,"Marketing",1318,4,"Male",57,2,3,"Sales Executive",2,9094,17235,2,"Yes",12,3,3,80,0,9,2,3,5,4,1,0,0.0782105517039706,"Applied Online",NA
"948",52,1,"Travel_Rarely",1030,"Sales",5,3,"Life Sciences",1319,2,"Male",64,3,3,"Sales Executive",2,8446,21534,9,"Yes",19,3,3,80,0,10,2,2,8,7,7,7,1.12923358590173,NA,NA
"949",30,0,"Travel_Rarely",634,"Research & Development",17,4,"Medical",1321,2,"Female",95,3,3,"Manager",1,11916,25927,1,"Yes",23,3,4,80,2,9,2,3,9,1,0,8,NA,NA,NA
"950",39,0,"Travel_Rarely",524,"Research & Development",18,2,"Life Sciences",1322,1,"Male",32,3,2,"Manufacturing Director",3,4534,13352,0,"No",11,3,1,80,0,9,6,3,8,7,1,7,NA,NA,NA
"951",31,0,"Non-Travel",587,"Sales",2,4,"Life Sciences",1324,4,"Female",57,3,3,"Sales Executive",3,9852,8935,1,"Yes",19,3,1,80,1,10,5,2,10,8,9,6,0.283742458254158,NA,NA
"952",41,0,"Non-Travel",256,"Sales",10,2,"Medical",1329,3,"Male",40,1,2,"Sales Executive",2,6151,22074,1,"No",13,4,1,80,0,19,4,3,19,2,11,9,-0.177927919847696,NA,NA
"953",31,1,"Travel_Frequently",1060,"Sales",1,3,"Life Sciences",1331,4,"Female",54,3,1,"Sales Representative",2,2302,8319,1,"Yes",11,3,1,80,0,3,2,4,3,2,2,2,-0.501627157334322,"Applied Online",NA
"954",44,1,"Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,2362,14669,4,"No",12,3,3,80,0,10,4,4,3,2,1,2,NA,"Campus","State"
"955",42,0,"Non-Travel",495,"Research & Development",2,1,"Life Sciences",1334,3,"Male",37,3,4,"Manager",3,17861,26582,0,"Yes",13,4,4,80,0,21,3,2,20,8,2,10,NA,NA,NA
"956",55,0,"Travel_Rarely",282,"Research & Development",2,2,"Medical",1336,4,"Female",58,1,5,"Manager",3,19187,6992,4,"No",14,4,4,80,1,23,5,3,19,9,9,11,NA,NA,NA
"957",56,0,"Travel_Rarely",206,"Human Resources",8,4,"Life Sciences",1338,4,"Male",99,3,5,"Manager",2,19717,4022,6,"No",14,3,1,80,0,36,4,3,7,3,7,7,NA,NA,NA
"958",40,0,"Non-Travel",458,"Research & Development",16,2,"Life Sciences",1340,3,"Male",74,3,1,"Research Scientist",3,3544,8532,9,"No",16,3,2,80,1,6,0,3,4,2,0,0,NA,"Applied Online",NA
"959",34,0,"Travel_Rarely",943,"Research & Development",9,3,"Life Sciences",1344,4,"Male",86,3,3,"Healthcare Representative",4,8500,5494,0,"No",11,2,4,80,1,10,0,2,9,7,1,6,NA,NA,NA
"960",40,0,"Travel_Rarely",523,"Research & Development",2,3,"Life Sciences",1346,3,"Male",98,3,2,"Research Scientist",4,4661,22455,1,"No",13,3,3,80,0,9,4,3,9,8,8,8,NA,NA,NA
"961",41,0,"Travel_Frequently",1018,"Sales",1,3,"Marketing",1349,3,"Female",66,3,2,"Sales Executive",1,4103,4297,0,"No",17,3,4,80,1,10,2,3,9,3,1,7,0.490952369476167,NA,NA
"962",35,0,"Travel_Frequently",482,"Research & Development",4,4,"Life Sciences",1350,3,"Male",87,3,2,"Research Scientist",3,4249,2690,1,"Yes",11,3,2,80,0,9,3,3,9,6,1,1,NA,NA,NA
"963",51,0,"Travel_Rarely",770,"Human Resources",5,3,"Life Sciences",1352,3,"Male",84,3,4,"Manager",2,14026,17588,1,"Yes",11,4,2,80,1,33,2,3,33,9,0,10,NA,NA,NA
"964",38,0,"Travel_Rarely",1009,"Sales",2,2,"Life Sciences",1355,2,"Female",31,3,2,"Sales Executive",1,6893,19461,3,"No",15,2,4,80,1,11,3,3,7,7,1,7,2.09162940206973,NA,NA
"965",34,0,"Travel_Rarely",507,"Sales",15,2,"Medical",1356,3,"Female",66,3,2,"Sales Executive",1,6125,23553,1,"No",12,3,4,80,0,10,6,4,10,8,9,6,2.03716662539534,NA,NA
"966",25,0,"Travel_Rarely",882,"Research & Development",19,1,"Medical",1358,4,"Male",67,3,1,"Laboratory Technician",4,3669,9075,3,"No",11,2,3,80,3,7,6,2,3,2,1,2,NA,"Applied Online",NA
"967",58,1,"Travel_Rarely",601,"Research & Development",7,4,"Medical",1360,3,"Female",53,2,3,"Manufacturing Director",1,10008,12023,7,"Yes",14,3,4,80,0,31,0,2,10,9,5,9,NA,NA,NA
"968",40,0,"Travel_Rarely",329,"Research & Development",1,4,"Life Sciences",1361,2,"Male",88,3,1,"Laboratory Technician",2,2387,6762,3,"No",22,3,3,80,1,7,3,3,4,2,0,3,NA,"Applied Online",NA
"969",36,0,"Travel_Frequently",607,"Sales",7,3,"Marketing",1362,1,"Female",83,4,2,"Sales Executive",1,4639,2261,2,"No",16,3,4,80,1,17,2,2,15,7,6,13,-0.146973505828637,NA,NA
"970",48,0,"Travel_Rarely",855,"Research & Development",4,3,"Life Sciences",1363,4,"Male",54,3,3,"Manufacturing Director",4,7898,18706,1,"No",11,3,3,80,0,11,2,3,10,9,0,8,NA,NA,NA
"971",27,0,"Travel_Rarely",1291,"Sales",11,3,"Medical",1364,3,"Female",98,4,1,"Sales Representative",4,2534,6527,8,"No",14,3,2,80,1,5,4,3,1,0,0,0,0.717144276868935,"Applied Online",NA
"972",51,0,"Travel_Rarely",1405,"Research & Development",11,2,"Technical Degree",1367,4,"Female",82,2,4,"Manufacturing Director",2,13142,24439,3,"No",16,4,2,80,0,29,1,2,5,2,0,3,NA,"Referral",NA
"973",18,0,"Non-Travel",1124,"Research & Development",1,3,"Life Sciences",1368,4,"Female",97,3,1,"Laboratory Technician",4,1611,19305,1,"No",15,3,3,80,0,0,5,4,0,0,0,0,NA,"Campus","A&M"
"974",35,0,"Travel_Rarely",817,"Research & Development",1,3,"Medical",1369,4,"Female",60,2,2,"Laboratory Technician",4,5363,10846,0,"No",12,3,2,80,1,10,0,3,9,7,0,0,NA,NA,NA
"975",27,0,"Travel_Frequently",793,"Sales",2,1,"Life Sciences",1371,4,"Male",43,1,2,"Sales Executive",4,5071,20392,3,"No",20,3,2,80,0,8,3,3,6,2,0,0,1.46140520235625,"Applied Online",NA
"976",55,1,"Travel_Rarely",267,"Sales",13,4,"Marketing",1372,1,"Male",85,4,4,"Sales Executive",3,13695,9277,6,"Yes",17,2,3,80,0,24,2,2,19,7,3,8,1.88304663004708,NA,NA
"977",56,0,"Travel_Rarely",1369,"Research & Development",23,3,"Life Sciences",1373,4,"Male",68,3,4,"Manufacturing Director",2,13402,18235,4,"Yes",12,2,1,80,1,33,0,3,19,16,15,9,NA,NA,NA
"978",34,0,"Non-Travel",999,"Research & Development",26,1,"Technical Degree",1374,1,"Female",92,2,1,"Research Scientist",3,2029,15891,1,"No",20,2,3,80,3,5,2,3,5,4,0,0,NA,"Applied Online",NA
"979",40,0,"Travel_Rarely",1202,"Research & Development",2,1,"Medical",1375,2,"Female",89,4,2,"Healthcare Representative",3,6377,13888,5,"No",20,3,2,80,3,15,0,3,12,11,11,8,NA,NA,NA
"980",34,0,"Travel_Rarely",285,"Research & Development",29,3,"Medical",1377,2,"Male",86,3,2,"Laboratory Technician",3,5429,17491,4,"No",13,2,1,80,2,10,1,3,8,7,7,7,NA,NA,NA
"981",31,1,"Travel_Frequently",703,"Sales",2,3,"Life Sciences",1379,3,"Female",90,2,1,"Sales Representative",4,2785,11882,7,"No",14,3,3,80,0,3,3,4,1,0,0,0,-0.00074201502935356,"Applied Online",NA
"982",35,1,"Travel_Frequently",662,"Sales",18,4,"Marketing",1380,4,"Female",67,3,2,"Sales Executive",3,4614,23288,0,"Yes",18,3,3,80,1,5,0,2,4,2,3,2,0.749782499979822,"Applied Online",NA
"983",38,0,"Travel_Frequently",693,"Research & Development",7,3,"Life Sciences",1382,4,"Male",57,4,1,"Research Scientist",3,2610,15748,1,"No",11,3,4,80,3,4,2,3,4,2,0,3,NA,"Referral",NA
"984",34,0,"Travel_Rarely",404,"Research & Development",2,4,"Technical Degree",1383,3,"Female",98,3,2,"Healthcare Representative",4,6687,6163,1,"No",11,3,4,80,0,14,2,4,14,11,4,11,NA,NA,NA
"985",28,0,"Travel_Rarely",736,"Sales",26,3,"Life Sciences",1387,3,"Male",48,2,2,"Sales Executive",1,4724,24232,1,"No",11,3,3,80,1,5,0,3,5,3,0,4,-0.556073301912746,"Campus","Northern"
"986",31,1,"Travel_Rarely",330,"Research & Development",22,4,"Medical",1389,4,"Male",98,3,2,"Manufacturing Director",3,6179,21057,1,"Yes",15,2,4,80,2,10,3,2,10,2,6,7,NA,NA,NA
