"role","perf","area","sex","id","age","salary","vol_leave"
"Ind",3,"Finance","Male",10931,23.5313990575011,57182.9874118229,0
"Ind",2,"Sales","Male",4221,28.5424342063043,61819.1394199534,0
"Ind",2,"Sales","Female",3312,23.247919295998,60805.6352780687,1
"Ind",2,"Sales","Female",3675,32.9131327931643,61252.9736465605,1
"Ind",2,"Sales","Male",8478,27.2485635489902,66626.2451473202,1
"Ind",2,"Other","Female",8373,31.3520298139463,61658.3878891498,0
"Ind",3,"Other","Male",5524,26.0253708501972,67194.6736456637,1
"Ind",3,"Finance","Male",9359,26.911442683552,48609.0703667237,1
"Ind",2,"Sales","Female",3682,23.1575314015904,51277.7189531329,1
"Ind",2,"Sales","Male",6055,25.88388333918,57773.1141629746,0
"Ind",3,"Other","Female",5705,28.967941396651,58225.9680540569,1
"Ind",3,"Other","Male",7675,22.0913188655209,52582.7280048898,0
"Ind",2,"Other","Female",3645,23.6201671065171,64609.0365198194,1
"Ind",2,"Sales","Female",5873,24.2830796366755,67770.636033779,0
"Ind",3,"Marketing","Female",2760,24.7781707936457,61143.9284333431,0
"Ind",2,"Sales","Female",7333,27.6074691910845,61982.2520889088,0
"Ind",2,"Other","Male",6746,27.770377311236,63357.3461154948,0
"Ind",2,"Sales","Male",2418,23.6754530334257,58262.2318413818,0
"Ind",2,"Sales","Male",1447,30.7881543818726,65082.2526594768,1
"Ind",2,"Sales","Female",8671,30.2837456379417,63922.3185043087,0
"Ind",3,"Accounting","Male",4910,22.8623676505873,65137.2297540856,0
"Ind",2,"Sales","Female",5759,26.852316521816,59792.1478626674,0
"Ind",2,"Other","Male",4566,23.9418115722934,60749.9031168167,0
"Ind",3,"Marketing","Male",7565,29.0526431269021,54918.8836719451,0
"Ind",3,"Sales","Male",3520,22.9527837217656,62845.716314054,1
"Ind",2,"Sales","Female",8415,30.339876379248,67553.0785238857,1
"Ind",2,"Other","Male",8823,26.6670512204646,60222.4487714756,0
"Ind",2,"Sales","Female",3334,24.4971183301789,64125.7342483818,1
"Ind",2,"Sales","Male",8261,23.1501871746326,66986.6696591215,0
"Ind",2,"Other","Female",9974,24.8461045868657,64175.9179361424,0
"Ind",2,"Sales","Female",2368,23.5497679476651,57321.4485637937,0
"Ind",2,"Sales","Female",3216,23.5869001882237,59902.5807348965,1
"Ind",2,"Sales","Female",7592,22.8230650108318,59351.7190414377,0
"Ind",3,"Finance","Female",2892,27.1736578601748,56125.8459352799,0
"Ind",2,"Sales","Female",7715,22.9253364343768,63021.026975577,0
"Ind",2,"Other","Female",6466,24.5583299978162,57284.8958792425,0
"Ind",2,"Sales","Male",6932,26.6095948692259,66538.7950316639,0
"Ind",3,"Other","Female",7799,22.8233369154525,54800.383783477,1
"Ind",3,"Marketing","Female",3750,26.4968265824257,45668.109013392,0
"Ind",2,"Other","Female",9860,26.8353167770159,58789.1721703682,0
"Ind",2,"Sales","Female",10994,25.9259865221421,62767.6672017379,1
"Ind",3,"Finance","Female",9090,22.9047342713405,60984.9351520085,0
"Ind",2,"Sales","Male",9403,25.0982302172529,61720.7335293938,0
"Ind",2,"Sales","Female",5903,25.4112488345182,50821.2269590531,1
"Ind",2,"Sales","Male",4631,23.7791344688015,58525.2114314099,0
"Ind",3,"Finance","Female",2413,24.8955735595293,58393.9107525307,0
"Ind",2,"Sales","Male",10463,22.8022510068878,62556.4144239483,0
"Ind",2,"Sales","Male",1717,25.7032387945829,51041.7098911315,0
"Ind",3,"Other","Female",8780,26.9459911728228,59072.8270088583,0
"Ind",2,"Other","Female",6593,28.0470796382252,54427.8422016075,1
"Ind",2,"Sales","Female",2994,23.9227672412299,59265.3653880742,1
"Ind",2,"Other","Female",1332,26.6742180394427,59410.9757769963,1
"Ind",2,"Sales","Male",3912,28.6057347668396,53206.0299893909,1
"Ind",2,"Other","Female",3199,26.1966502759085,57805.558999477,0
"Ind",2,"Other","Female",5262,22.2272029464887,54637.6140403793,1
"Ind",2,"Sales","Male",5371,22.8948107141571,56203.8827273522,1
"Ind",3,"Marketing","Male",9663,29.6843898173738,65765.7474581629,0
"Ind",2,"Sales","Female",1442,26.6940940646854,63971.7453710837,0
"Ind",2,"Sales","Male",5251,25.6971707667763,60711.5344316465,0
"Ind",3,"Sales","Male",5741,22.851059254296,58357.7982195512,0
"Ind",3,"Other","Female",7819,24.0893427052353,65467.1286169828,0
"Ind",2,"Sales","Male",5134,32.6937478580383,59373.0199286405,0
"Ind",2,"Sales","Male",3921,24.3463717827708,66182.947444551,0
"Ind",2,"Sales","Female",10297,24.3791559052822,53694.0093332253,1
"Ind",3,"Finance","Male",10991,26.7117663299663,65131.520633148,0
"Ind",2,"Sales","Male",2465,23.1775181786632,60178.4014179478,0
"Ind",2,"Other","Male",9348,25.0089745673581,55655.5952875859,0
"Ind",2,"Sales","Female",1675,30.6347631781852,58612.6127285183,0
"Ind",2,"Sales","Female",4105,23.7544886750611,57444.0911270904,1
"Ind",2,"Sales","Female",7386,27.878443825672,57175.3717743226,1
"Ind",2,"Sales","Female",4836,23.0548868367469,54727.6157553749,1
"Ind",2,"Sales","Female",7144,26.1563791490113,70269.7180008789,0
"Ind",2,"Sales","Female",4475,27.6438574549249,66620.676507721,1
"Ind",2,"Sales","Female",5570,26.3820604444813,64901.7088907797,0
"Ind",3,"Finance","Male",2138,24.9158810777919,59984.0293075661,1
"Ind",2,"Sales","Female",4231,24.1301115495023,65262.8632159583,1
"Ind",2,"Sales","Female",8123,23.6447590884537,55074.1830186745,1
"Ind",2,"Sales","Female",1197,24.9341660926496,68909.6951750343,0
"Ind",2,"Sales","Male",3209,24.1267610138125,68684.2811425653,1
"Ind",3,"Other","Female",8928,28.4079001183665,68434.3012578991,1
"Ind",3,"Marketing","Male",3249,24.0094708594857,56211.5584138241,1
"Ind",3,"Sales","Female",7398,27.7929378979536,59428.7350597894,1
"Ind",2,"Sales","Female",4729,22.690874788842,63866.9630275895,1
"Ind",3,"Finance","Female",9863,24.3775742351818,60348.0324551274,1
"Ind",3,"Finance","Female",4638,26.6962837332152,65498.3922968915,1
"Ind",2,"Sales","Male",8315,25.6896351851764,65818.2581605746,0
"Ind",2,"Sales","Male",3580,23.806590990567,62585.1067458428,0
"Ind",2,"Sales","Female",8254,26.625007624712,54046.0008724713,1
"Ind",2,"Sales","Female",10805,23.6262036807918,47638.1956904248,0
"Ind",2,"Sales","Male",3947,26.751321999492,55023.497102063,0
"Ind",2,"Other","Male",4427,28.6022816307868,72129.4105352753,0
"Ind",2,"Other","Male",10015,30.6657133713417,59960.437798845,0
"Ind",2,"Sales","Male",3586,23.5494892649197,54302.5858140312,1
"Ind",2,"Sales","Female",10691,24.4550568147811,53533.8539795286,1
"Ind",3,"Sales","Male",3953,23.4714869157489,57628.4893453431,1
"Ind",2,"Other","Male",3184,22.3549476418242,54491.5308694776,0
"Ind",2,"Sales","Male",7233,29.8600987576489,64301.5789550237,0
"Ind",3,"Other","Female",7371,29.5621874282123,51453.7656965186,0
"Ind",2,"Other","Female",9192,26.3950271761522,59663.1590187209,1
"Ind",2,"Other","Female",7496,25.0935902771338,70749.815286188,0
"Ind",3,"Other","Male",5009,23.3479400428778,53129.5531420558,1
"Ind",2,"Other","Female",8627,24.604228080304,51517.6807373213,1
"Ind",2,"Sales","Male",4324,28.0715905140436,52881.305791553,0
"Ind",3,"Sales","Male",2142,29.9118823172549,58022.2341804255,1
"Ind",3,"Finance","Female",6874,22.8064926866005,63215.6556062268,1
"Ind",2,"Sales","Female",10338,23.5935241391454,61520.3181476213,0
"Ind",2,"Sales","Female",9245,22.8460072247239,61924.3652119343,0
"Ind",3,"Other","Male",10967,25.2220228937508,63751.4353916987,1
"Ind",2,"Other","Female",4787,26.1300734130359,61090.1640441378,0
"Ind",2,"Sales","Female",10706,24.4740989662578,62367.8052726834,1
"Ind",2,"Sales","Male",3725,22.3752797770064,57869.4465336173,1
"Ind",3,"Marketing","Female",2486,24.1927970270267,60110.4814831127,1
"Ind",2,"Other","Female",3622,27.4088249608851,56172.3935812336,0
"Ind",2,"Sales","Male",6643,25.0068475480444,62239.0781228715,0
"Ind",2,"Sales","Female",5729,22.6959201299075,54584.5862780674,1
"Ind",2,"Sales","Female",5127,27.1894824237017,59691.1359969435,0
"Ind",2,"Sales","Male",5673,27.9263221665872,60988.6525867939,0
"Ind",3,"Marketing","Female",6015,26.8971187225465,61810.6688788462,0
"Ind",3,"Marketing","Female",5652,26.5092492635927,55608.1009349461,0
"Ind",2,"Other","Female",7150,26.7417450092264,57551.5210873397,1
"Ind",2,"Sales","Male",4464,23.9918128070328,62581.1692462133,0
"Ind",3,"Sales","Male",10790,25.232794904882,56288.2937244636,0
"Ind",2,"Sales","Male",6287,24.5972660667887,64709.6985376887,0
"Ind",2,"Sales","Male",5073,26.2307266019947,60473.7534694198,1
"Ind",2,"Sales","Male",10739,25.8241094842714,64046.0827434042,0
"Ind",2,"Sales","Female",1970,23.6189255497861,59200.2139959687,0
"Ind",2,"Sales","Male",1434,23.9575571035776,58864.2155630798,0
"Ind",2,"Sales","Female",1983,23.5935716530803,63839.9158059351,0
"Ind",2,"Other","Male",8476,32.523051187735,70865.3498842368,0
"Ind",3,"Sales","Male",3259,23.2384965772552,56576.6290430932,1
"Ind",2,"Sales","Male",9572,24.9711424202353,62563.4871196323,1
"Ind",2,"Sales","Male",10264,28.4884885275948,50501.9725275675,1
"Ind",2,"Sales","Male",10183,27.0071100368787,55953.5546651253,1
"Ind",2,"Other","Male",2732,27.5591540509407,54909.7115461008,0
"Ind",3,"Sales","Female",9031,27.3681183489319,61320.4293122714,1
"Ind",2,"Other","Female",4252,23.2226925114101,57435.6272124657,0
"Ind",2,"Sales","Female",7455,22.3758512635693,59755.6631895762,1
"Ind",2,"Other","Female",9233,31.7711401558247,61359.4032258832,0
"Ind",2,"Other","Male",3588,27.2743301588493,58642.89109347,0
"Ind",3,"Finance","Female",6224,30.0615382330491,58496.1575605533,1
"Ind",2,"Sales","Female",8792,25.6431479108519,53823.3050187128,1
"Ind",2,"Sales","Female",5515,28.0587107578766,67739.9183310253,0
"Ind",2,"Sales","Male",6186,26.7555228182643,71410.8970974317,1
"Ind",3,"Sales","Female",9646,29.9688559932251,53468.2558886125,1
"Ind",2,"Sales","Male",1329,22.5735461443095,65874.1410532299,0
"Ind",2,"Sales","Female",2483,31.3507193266672,52638.888634882,1
"Ind",3,"Marketing","Male",8053,28.2405280927504,57785.0293017713,1
"Ind",2,"Sales","Female",2969,33.3524619592257,55457.2428510533,0
"Ind",2,"Other","Male",3233,33.0026819801395,54322.6974256688,1
"Ind",3,"Sales","Male",7652,25.0497889307063,59062.3644333526,1
"Ind",2,"Other","Male",2264,23.9151194133511,56484.0819509906,1
"Ind",2,"Sales","Female",9166,29.6608851329559,58910.7360295313,1
"Ind",2,"Sales","Male",5588,24.0492645362085,59368.248666359,1
"Ind",3,"Sales","Female",2369,27.2380315035094,56908.4176739633,0
"Ind",3,"Finance","Female",5398,23.9958655094088,52921.8972773168,1
"Ind",2,"Sales","Male",6563,28.3743094141643,62678.3666433244,0
"Ind",2,"Sales","Female",3185,26.9547946648744,57800.3600227033,0
"Ind",2,"Sales","Male",10330,34.383241315398,58028.5483635351,0
"Ind",2,"Other","Male",6887,27.6527458972776,63155.579957857,0
"Ind",3,"Accounting","Female",8629,22.7781428419658,58591.747010618,1
"Ind",2,"Other","Male",10532,29.5034911574389,63889.4201357897,0
"Ind",2,"Sales","Female",4874,23.1412446835416,63766.1082753238,0
"Ind",3,"Marketing","Male",4060,24.3399227438309,63571.4518701319,0
"Ind",2,"Sales","Male",3411,24.1159663710535,56175.1771415121,1
"Ind",2,"Other","Female",4926,33.1733516872784,53966.4660319367,0
"Ind",2,"Sales","Female",7602,26.15825342701,54684.6239737119,1
"Ind",3,"Sales","Male",10949,26.1606375529276,56531.4284720151,1
"Ind",2,"Sales","Female",4452,29.0282354184629,68984.313324827,1
"Ind",2,"Other","Male",6935,34.7440967963985,51956.5968505438,0
"Ind",2,"Sales","Male",2566,27.9849446447443,64700.8693352561,0
"Ind",3,"Accounting","Female",5606,27.3352040389909,57758.9848235228,1
"Ind",2,"Sales","Male",2814,22.4699283205641,60478.6951516754,1
"Ind",3,"Marketing","Female",4207,27.8666725260682,60099.0940238485,1
"Ind",2,"Sales","Female",10529,33.6198516941596,57574.486124117,1
"Ind",2,"Other","Female",2469,25.0629674169619,58123.7813215004,0
"Ind",2,"Sales","Female",1782,30.6659016593327,63654.3371079087,0
"Ind",2,"Other","Female",2947,23.629813326839,68916.46891155,0
"Ind",3,"Marketing","Female",5711,22.7916495854709,57239.7956907861,1
"Ind",2,"Sales","Female",4822,25.7131851340299,54312.2183998146,1
"Ind",2,"Sales","Male",4401,28.6556885929987,58743.998760989,0
"Ind",2,"Other","Female",5546,25.3364604733616,60628.6537653956,0
"Ind",2,"Sales","Male",1486,24.3881674588854,53383.3475267346,1
"Ind",2,"Sales","Male",6348,28.9093902990586,66116.2699025522,0
"Ind",2,"Sales","Male",2220,24.8892332882418,62646.7693127232,0
"Ind",3,"Accounting","Female",5372,25.6215861827087,56934.8331218091,1
"Ind",3,"Other","Male",11044,23.5338511950741,58125.4862345418,0
"Ind",3,"Marketing","Female",9000,23.7338309241643,62244.5402101401,0
"Ind",3,"Other","Female",1630,22.2265179147665,56617.0295849839,0
"Ind",2,"Other","Female",2847,23.8684250185319,59314.1833532648,0
"Ind",2,"Sales","Female",7141,24.4170349444325,65436.1432898386,0
"Ind",3,"Sales","Male",3443,24.7291176189438,62049.0216999079,0
"Ind",2,"Sales","Female",8602,25.9928382485531,57545.0207360162,1
"Ind",2,"Sales","Female",2773,36.3021925176846,60061.8267738321,1
"Ind",2,"Other","Female",10747,25.2213216689544,65120.8970546275,0
"Ind",3,"Other","Male",10689,24.108116641938,68700.0118679677,0
"Ind",2,"Other","Male",9111,26.5961637162159,52583.499515521,0
"Ind",3,"Finance","Female",10090,27.7755702419564,52025.7153686536,1
"Ind",2,"Other","Female",2371,28.852330749871,62372.4906390902,1
"Ind",3,"Other","Female",9292,26.4934086302928,63157.6877900005,0
"Ind",2,"Sales","Male",8431,24.7521763122803,62665.4944243062,0
"Ind",3,"Sales","Male",3483,26.4424414773189,56202.8225083094,0
"Ind",3,"Finance","Male",4775,24.1923575752983,67074.2327937542,0
"Ind",2,"Sales","Female",1686,23.2485415158335,63627.6571812616,1
"Ind",3,"Sales","Male",3698,32.7639699194276,54062.7243061192,0
"Ind",3,"Accounting","Female",3451,22.4499918390702,61364.9704542075,1
"Ind",2,"Sales","Female",2300,25.8549789061077,54856.0673754137,1
"Ind",3,"Marketing","Female",6833,23.9153946911321,51701.0985696549,1
"Ind",2,"Sales","Male",5160,25.2340151051462,54067.7868823277,1
"Ind",3,"Marketing","Male",4835,24.5406310370121,55618.3655300208,0
"Ind",2,"Sales","Male",4188,24.8814002843421,61750.6727141819,0
"Ind",2,"Other","Female",3599,26.805038088529,66045.3758941569,0
"Ind",2,"Sales","Male",5283,24.6988275591465,59285.6761030709,1
"Ind",2,"Sales","Female",3887,27.0305242556043,48785.8964631263,0
"Ind",2,"Sales","Male",5165,23.157007636535,53927.9785202622,0
"Ind",2,"Other","Female",4209,25.7684458634638,60824.8933369839,0
"Ind",3,"Finance","Female",5618,23.5969633287375,65405.0223201067,1
"Ind",2,"Other","Female",3966,27.9780307907884,62933.8914330554,0
"Ind",3,"Marketing","Male",7030,22.3412587237831,59929.6759987953,0
"Ind",2,"Sales","Male",6868,27.7683912828153,63653.1459569358,1
"Ind",2,"Other","Female",7125,25.8624575693256,60229.7098251903,0
"Ind",2,"Sales","Male",3836,25.5536702615686,54563.3188481074,1
"Ind",2,"Other","Female",1300,29.3452230293391,57200.1546019144,1
"Ind",2,"Sales","Male",3715,24.1848383681007,57430.1560002328,0
"Ind",3,"Other","Female",7133,24.5119812122846,61179.4295399001,0
"Ind",2,"Sales","Female",8511,28.3943734053071,56969.5474387587,1
"Ind",3,"Marketing","Male",1696,30.4134421430074,54990.1487208163,1
"Ind",2,"Other","Female",10411,23.5092211682312,51219.7945670858,0
"Ind",3,"Finance","Female",7089,22.498772209052,59244.4658234935,1
"Ind",2,"Other","Male",4686,26.7278703283205,66282.5017826311,0
"Ind",3,"Sales","Male",9191,27.1408357174834,59914.5858926331,1
"Ind",3,"Other","Female",7624,23.3500116824462,56972.689254956,0
"Ind",2,"Sales","Female",10341,27.2927871650222,55012.8886888004,1
"Ind",2,"Sales","Male",3969,25.6868295427975,62442.8473505016,0
"Ind",2,"Other","Female",6049,23.2493555895641,54761.3962245918,0
"Ind",2,"Sales","Female",7065,25.7287908912297,55759.7632060151,1
"Ind",2,"Sales","Male",10034,27.3975221700648,63459.1808595654,1
"Ind",2,"Sales","Male",6039,27.7603561830801,59216.1572356131,0
"Ind",2,"Sales","Female",3908,34.7592850262383,60338.8809523633,1
"Ind",3,"Sales","Male",6161,30.0808521265968,61547.9406179449,1
"Ind",2,"Sales","Female",8039,24.0909189496429,57632.9169570937,0
"Ind",2,"Sales","Female",1361,23.1186730290128,55982.1447436056,1
"Ind",2,"Sales","Male",1667,26.9517247591807,59635.477859515,1
"Ind",2,"Other","Male",5149,23.5194900844938,54457.0858574922,1
"Ind",2,"Sales","Female",5737,31.3475213450385,55600.2843753528,1
"Ind",2,"Other","Female",6909,27.2686395097612,66228.7040256,0
"Ind",2,"Sales","Male",4749,24.9632198131473,59884.4823166418,1
"Ind",3,"Other","Female",5330,27.5734469964668,64468.0835236653,1
"Ind",2,"Sales","Male",3011,25.8961906683598,57527.1453499448,0
"Ind",2,"Sales","Male",3012,25.0361795469273,67251.0250581491,1
"Ind",2,"Sales","Male",7621,23.8969170926116,62276.1980704267,0
"Ind",2,"Sales","Male",11033,23.8007803799806,70047.6549640096,0
"Ind",3,"Finance","Male",5718,26.4137827403512,57237.7077503129,0
"Ind",2,"Sales","Female",5018,24.2928149088638,53678.5572293729,1
"Ind",2,"Other","Male",1312,24.805934703402,65559.5648519571,0
"Ind",2,"Sales","Female",9029,25.3359070644178,54912.1285035762,1
"Ind",3,"Other","Female",2178,26.9024591254571,63685.1813240085,0
"Ind",2,"Sales","Female",4539,23.2276120563514,61074.4545074827,0
"Ind",2,"Sales","Male",9822,24.3888923174611,62719.534464943,1
"Ind",2,"Sales","Female",6483,27.1374095812972,66463.7705933638,1
"Ind",2,"Sales","Male",4846,28.435040290543,52185.1933220192,0
"Ind",3,"Accounting","Male",2962,26.316722743775,48126.169934198,1
"Ind",2,"Sales","Male",8371,26.7450910613952,59235.2804360806,0
"Ind",3,"Sales","Male",9223,25.8178919437591,52812.1563354621,1
"Ind",2,"Sales","Male",2055,28.0519062805294,62933.4354487897,1
"Ind",2,"Sales","Male",11047,30.0854811347883,53280.5855221378,0
"Ind",3,"Other","Female",3893,29.3977366031587,57067.0446145321,0
"Ind",2,"Sales","Female",6611,28.6276278449549,60726.1969465556,1
"Ind",2,"Sales","Male",7769,24.2334260659213,57006.2253455319,0
"Ind",2,"Sales","Male",5584,24.955514113171,66613.8427800593,1
"Ind",2,"Sales","Male",9956,25.3925996416953,55965.0169734584,0
"Ind",3,"Other","Male",8458,24.1916887874417,60767.7478673145,0
"Ind",2,"Sales","Female",6859,29.2849864500702,65179.7875374256,0
"Ind",2,"Sales","Female",9164,23.3088283898984,52699.7925501256,0
"Ind",2,"Other","Female",3173,25.6271151414568,59386.8066295407,1
"Ind",2,"Sales","Female",4553,24.846656302187,57591.4333175598,1
"Ind",2,"Other","Male",3361,23.9167702286659,50710.2937634686,1
"Ind",2,"Sales","Female",7593,22.180518123547,60638.0917900917,0
"Ind",3,"Other","Male",1541,22.2879704126496,57891.4070882499,1
"Ind",2,"Sales","Male",3894,25.0876266011442,57968.5090695435,1
"Ind",2,"Sales","Male",2234,24.5128018244887,61781.7043165771,0
"Ind",2,"Sales","Male",2072,32.1860241291636,63782.1489530104,0
"Ind",2,"Sales","Female",8082,23.7683969602512,60048.4774635817,1
"Ind",2,"Sales","Male",10942,25.8382112771321,62442.1875682001,0
"Ind",2,"Sales","Male",9484,33.178448525978,54153.6385387449,1
